更新时间,#genre#
CCTV10,http://180.119.183.126:8800/rtp/239.49.1.10:6000$1920x1080
CCTV10,http://49.76.53.232:4000/rtp/239.49.1.10:6000$1920x1080
CCTV11,http://58.32.43.55:4022/rtp/239.45.1.196:5140$1920x1080
CCTV11,http://113.26.165.64:8082/rtp/239.1.1.18:8018$1920x1080
CCTV11,http://115.230.250.238:9999/rtp/233.50.201.11:5140$1920x1080
CCTV11,http://120.55.49.231:3095/rtp/233.50.201.11:5140
CCTV11,http://221.225.97.107:2020/rtp/239.49.1.11:6000$1920x1080
CCTV11,http://121.237.155.237:8800/rtp/239.49.1.11:6000$1920x1080
CCTV11,http://180.119.183.126:8800/rtp/239.49.1.11:6000$1920x1080
CCTV11,http://49.76.53.232:4000/rtp/239.49.1.11:6000$1920x1080
CCTV11,http://114.225.190.118:8800/rtp/239.49.1.11:6000$1920x1080
CCTV11,http://106.86.155.84:20002/rtp/235.254.198.7:1304$1920x1080
CCTV11,http://183.66.51.205:4022/rtp/235.254.198.7:1304$1920x1080
CCTV11,http://220.176.218.6:8888/rtp/239.252.219.78:5140$1920x1080
CCTV11,http://119.166.159.120:6666/rtp/239.253.254.169:8000$1920x1080
CCTV11,http://112.226.139.185:9999/rtp/239.253.254.169:8000$1920x1080
CCTV11,http://42.92.117.243:8888/rtp/239.255.30.62:8231$1920x1080
CCTV12,http://58.32.43.55:4022/rtp/239.45.3.10:5140$1920x1080
CCTV12,http://113.26.165.64:8082/rtp/239.1.1.19:8019$1920x1080
CCTV12,http://115.230.250.238:9999/rtp/233.50.201.123:5140$1920x1080
CCTV12,http://120.55.49.231:3095/rtp/233.50.201.123:5140
CCTV12,http://115.230.250.238:9999/rtp/233.50.201.12:5140$1920x1080
CCTV12,http://120.55.49.231:3095/rtp/233.50.201.12:5140
CCTV12,http://221.225.97.107:2020/rtp/239.49.8.135:6000$1920x1080
CCTV12,http://121.237.155.237:8800/rtp/239.49.8.135:6000$1920x1080
CCTV12,http://180.119.183.126:8800/rtp/239.49.8.135:6000$1920x1080
CCTV12,http://49.76.53.232:4000/rtp/239.49.8.135:6000$1920x1080
CCTV12,http://114.225.190.118:8800/rtp/239.49.8.135:6000$1920x1080
CCTV12,http://221.225.97.107:2020/rtp/239.49.1.12:6000$1920x1080
CCTV12,http://121.237.155.237:8800/rtp/239.49.1.12:6000$1920x1080
CCTV12,http://180.119.183.126:8800/rtp/239.49.1.12:6000$1920x1080
CCTV12,http://49.76.53.232:4000/rtp/239.49.1.12:6000$1920x1080
CCTV13,http://58.32.43.55:4022/rtp/239.45.1.198:5140$1920x1080
CCTV13,http://113.26.165.64:8082/rtp/239.1.1.20:8020$1920x1080
CCTV13,http://115.230.250.238:9999/rtp/233.50.201.246:5140$1920x1080
CCTV13,http://120.55.49.231:3095/rtp/233.50.201.246:5140
CCTV13,http://115.230.250.238:9999/rtp/233.50.201.13:5140$1920x1080
CCTV13,http://120.55.49.231:3095/rtp/233.50.201.13:5140
CCTV13,http://221.225.97.107:2020/rtp/239.49.9.43:6000$1920x1080
CCTV13,http://121.237.155.237:8800/rtp/239.49.9.43:6000$1920x1080
CCTV13,http://180.119.183.126:8800/rtp/239.49.9.43:6000$1920x1080
CCTV13,http://49.76.53.232:4000/rtp/239.49.9.43:6000$1920x1080
